"Label","English"
"STR_DE_2A18","はて゛なおうえんをして"
"STR_DE_2A29","\"
"STR_DE_2A30","みかたのこうけ゛きりょくをアッフ゜"
"STR_DE_2A49","こうけ゛きけいタ゛メ-シ゛"
"STR_DE_2A5C","\"
"STR_DE_2A63","ホ゛-ルをなけ゛つけてタ゛メ-シ゛"
"STR_DE_2A7C","みかたせ゛んたいの"
"STR_DE_2A8B","\"
"STR_DE_2A92","かいひりつをアッフ゜"
"STR_DE_2AA4","ねむりた゛まて゛ てき"
"STR_DE_2AB5","\"
"STR_DE_2ABC","せ゛んたいを ねむらせる"
"STR_DE_2AD0","なそ゛のたまをなけ゛つける"
"STR_DE_2AE3","\"
"STR_DE_2AEA","なにか゛おこるかわからない"
"STR_DE_2AFF","こうけ゛きけいタ゛メ-シ゛"
"STR_DE_2B12","\"
"STR_DE_2B19","ホ゛-ルて゛れんそ゛くこうけ゛き"
"STR_DE_2B31","つよいひかりて゛てきせ゛んたいの"
"STR_DE_2B47","\"
"STR_DE_2B4E","めいちゅうを さけ゛る"
"STR_DE_2B61","こころをしゅうちゅうさせて、"
"STR_DE_2B75","\"
"STR_DE_2B7C","とくしゅのうりょくをあけ゛る"
"STR_DE_2B92","こうけ゛きけいタ゛メ-シ゛"
"STR_DE_2BA5","\"
"STR_DE_2BAC","まるこ゛とのみこんて゛タ゛メ-シ゛"
"STR_DE_2BC5","こうけ゛きけいタ゛メ-シ゛"
"STR_DE_2BD8","\"
"STR_DE_2BDF","てきを まるかし゛り"
"STR_DE_2BF1","とくしゅけいタ゛メ-シ゛"
"STR_DE_2C03","\"
"STR_DE_2C0A","ねんりきて゛タ゛メ-シ゛をあたえる"
"STR_DE_2C23","てき1たいをにらみつけて"
"STR_DE_2C35","\"
"STR_DE_2C3C","マヒさせる"
"STR_DE_2C49","てき1たいをにらみつけて"
"STR_DE_2C5B","\"
"STR_DE_2C62","こんらんさせる"
"STR_DE_2C71","てき1たいを きょうせいてきに"
"STR_DE_2C86","\"
"STR_DE_2C8D","シャットタ゛ウンさせる"
"STR_DE_2CA0","うすいまくて゛おおって みかたに"
"STR_DE_2CB6","\"
"STR_DE_2CBD","とくしゅのたいせいか゛つく"
"STR_DE_2CD2","ちょうおんは゜て゛"
"STR_DE_2CE1","\"
"STR_DE_2CE8","てき1たいをこんらんさせる"
"STR_DE_2CFD","みかたのウィルスを"
"STR_DE_2D0C","\"
"STR_DE_2D13","とりのそ゛くことか゛て゛きる"
"STR_DE_2D29","みかた1たいのHPを"
"STR_DE_2D39","\"
"STR_DE_2D40","かいふくさせる"
"STR_DE_2D4F","みす゛のかへ゛をつくり"
"STR_DE_2D60","\"
"STR_DE_2D67","みす゛・こおりのたいせいをえる"
"STR_DE_2D7E","とくしゅけいタ゛メ-シ゛"
"STR_DE_2D90","\"
"STR_DE_2D97","おおきななみて゛こうけ゛き"
"STR_DE_2DAC","すは゛やさけいタ゛メ-シ゛"
"STR_DE_2DBF","\"
"STR_DE_2DC6","すると゛いはねて゛きりつける"
"STR_DE_2DDC","すは゛やさけいタ゛メ-シ゛"
"STR_DE_2DEF","\"
"STR_DE_2DF6","し゛ょうくうから たいあたり"
"STR_DE_2E0C","すは゛やさけいタ゛メ-シ゛"
"STR_DE_2E1F","\"
"STR_DE_2E26","あいてか゛よろけることもある"
"STR_DE_2E3C","とくしゅけいタ゛メ-シ゛"
"STR_DE_2E4E","\"
"STR_DE_2E55","たつまきて゛せ゛んたいこうけ゛き"
"STR_DE_2E6D","しんひ゜てきなおと゛りをして"
"STR_DE_2E81","\"
"STR_DE_2E88","みかたのステ-タスをあけ゛る"
"STR_DE_2E9E","すは゛やさけいタ゛メ-シ゛"
"STR_DE_2EB1","\"
"STR_DE_2EB8","はねをた゛んか゛んのようにとは゛す"
"STR_DE_2ED1","すは゛やさけいタ゛メ-シ゛"
"STR_DE_2EE4","\"
"STR_DE_2EEB","てきせ゛んたいにタ゛メ-シ゛"
"STR_DE_2F01","みかたせ゛んたいのHPを"
"STR_DE_2F13","\"
"STR_DE_2F1A","かいふくさせる"
"STR_DE_2F29","かせ゛て゛よろいをつくって"
"STR_DE_2F3C","\"
"STR_DE_2F43","かせ゛のたいせいをえる"
"STR_DE_2F56","かせ゛のちからて゛そらにういて"
"STR_DE_2F6B","\"
"STR_DE_2F72","し゛めんのたいせいをえる"
"STR_DE_2F86","すると゛いと゛くは゛りて゛"
"STR_DE_2F99","\"
"STR_DE_2FA0","てき1たいを つつく"
"STR_DE_2FB2","て゛んきたいせいを"
"STR_DE_2FC1","\"
"STR_DE_2FC8","むこうかする"
"STR_DE_2FD6","すは゛やさけいタ゛メ-シ゛"
"STR_DE_2FE9","\"
"STR_DE_2FF0","すると゛いテ゛ィスクをとは゛す"
"STR_DE_3007","ハ゜ワ-のテ゛ィスクをきと゛うし"
"STR_DE_301D","\"
"STR_DE_3024","こうけ゛きりょくをあけ゛る"
"STR_DE_3039","すは゛やさのテ゛ィスクを"
"STR_DE_304B","\"
"STR_DE_3052","きと゛うし すは゛やさをあけ゛る"
"STR_DE_306A","ほ゛うき゛ょのテ゛ィスクを"
"STR_DE_307D","\"
"STR_DE_3084","きと゛うし ほ゛うき゛ょをアッフ゜"
"STR_DE_309D","かいふくのテ゛ィスクをきと゛うし"
"STR_DE_30B3","\"
"STR_DE_30BA","HPをかいふくさせる"
"STR_DE_30CC","みかた1たいの"
"STR_DE_30D9","\"
"STR_DE_30E0","ステ-タスをアッフ゜させる"
"STR_DE_30F5","みかたの こうと゛うを"
"STR_DE_3106","\"
"STR_DE_310D","まねする"
"STR_DE_3119","あみのクッションをた゛して"
"STR_DE_312C","\"
"STR_DE_3133","た゛け゛きのたいせいをえる"
"STR_DE_3148","とくしゅけいタ゛メ-シ゛"
"STR_DE_315A","\"
"STR_DE_3161","きょうれつなレ-サ゛-を はなつ"
"STR_DE_3179","みかた1たいのわさ゛しようかいすう"
"STR_DE_3190","\"
"STR_DE_3197","を かいふく"
"STR_DE_31A5","し゛ゅうりょくて゛うかんて゛いる"
"STR_DE_31BB","\"
"STR_DE_31C2","てきを し゛めんにおろす"
"STR_DE_31D6","てきのこうけ゛きを"
"STR_DE_31E5","\"
"STR_DE_31EC","みか゛わりをたてて かわす"
"STR_DE_3201","なそ゛なそ゛をた゛して"
"STR_DE_3212","\"
"STR_DE_3219","てき1たいをこんらんさせる"
"STR_DE_322E","て゛んきをとおさないコ-トて゛"
"STR_DE_3243","\"
"STR_DE_324A","て゛んきのたいせいをえる"
"STR_DE_325E","きのむくままにヘ゜ンか゛はしり"
"STR_DE_3273","\"
"STR_DE_327A","なにか゛おきるかわからない"
"STR_DE_328F","てき1たいをふ゛んせきして"
"STR_DE_32A2","\"
"STR_DE_32A9","おなし゛ステ-タスになる"
"STR_DE_32BD","こうけ゛きけいタ゛メ-シ゛"
"STR_DE_32D0","\"
"STR_DE_32D7","とてもきょうれつなチョッフ゜"
"STR_DE_32ED","し゛ふ゛んか゛よわっているほと゛"
"STR_DE_3303","\"
"STR_DE_330A","おおきなタ゛メ-シ゛をあたえる"
"STR_DE_3321","し゛ふ゛んの"
"STR_DE_332D","\"
"STR_DE_3334","すは゛やさをあけ゛る"
"STR_DE_3346","からかって ちょうはつし"
"STR_DE_3358","\"
"STR_DE_335F","めいちゅうを さけ゛る"
"STR_DE_3372","てきにかかっているステ-タス"
"STR_DE_3386","\"
"STR_DE_338D","アッフ゜をよこと゛りする"
"STR_DE_33A1","からた゛を ふくらませて"
"STR_DE_33B3","\"
"STR_DE_33BA","た゛け゛き・し゛めんたいせいをえる"
"STR_DE_33D3","みかたせ゛んたいの"
"STR_DE_33E2","\"
"STR_DE_33E9","ステ-タスをアッフ゜"
"STR_DE_33FB","HPをかいふくさせるために"
"STR_DE_340E","\"
"STR_DE_3415","ねむる"
"STR_DE_3420","てきの ねむりをすいとり"
"STR_DE_3432","\"
"STR_DE_3439","いねむりし゛ょうたいになる"
"STR_DE_344E","したて゛をなめて"
"STR_DE_345C","\"
"STR_DE_3463","HPをかいふくする"
"STR_DE_3474","こうけ゛きけいタ゛メ-シ゛"
"STR_DE_3487","\"
"STR_DE_348E","か゛むしゃらにれんそ゛くこうけ゛き"
"STR_DE_34A7","こうけ゛きけいタ゛メ-シ゛"
"STR_DE_34BA","\"
"STR_DE_34C1","ころか゛って てきにこうけ゛き"
"STR_DE_34D8","ちからをぬいて"
"STR_DE_34E5","\"
"STR_DE_34EC","かいひりつアッフ゜"
"STR_DE_34FD","すか゛たをかえて、"
"STR_DE_350C","\"
"STR_DE_3513","てきのこうけ゛きをかわす"
"STR_DE_3527","すると゛いはっは゜て゛みをつつみ"
"STR_DE_353D","\"
"STR_DE_3544","ちかつ゛くてきにタ゛メ-シ゛"
"STR_DE_355A","シャットタ゛ウンするかわりに"
"STR_DE_356E","\"
"STR_DE_3575","みかたせ゛んたいはかいふく"
"STR_DE_358A","かたいよろいて゛"
"STR_DE_3598","\"
"STR_DE_359F","ほ゛うき゛ょりょくアッフ゜"
"STR_DE_35B4","とくしゅけいタ゛メ-シ゛"
"STR_DE_35C6","\"
"STR_DE_35CD","あしもとを ふんかさせてこうけ゛き"
"STR_DE_35E6","た゛け゛きと さ゛んけ゛きを"
"STR_DE_35FA","\"
"STR_DE_3601","むこうかするハ゛リアをはる"
"STR_DE_3616","きゅうしょをついて"
"STR_DE_3625","\"
"STR_DE_362C","てきをシャットタ゛ウンさせる"
"STR_DE_3642","すは゛やさけいタ゛メ-シ゛"
"STR_DE_3655","\"
"STR_DE_365C","れんそ゛くて゛ついてこうけ゛き"
"STR_DE_3673","とくしゅけいタ゛メ-シ゛"
"STR_DE_3685","\"
"STR_DE_368C","はけ゛しいあわて゛こうけ゛き"
"STR_DE_36A2","とくしゅけいタ゛メ-シ゛"
"STR_DE_36B4","\"
"STR_DE_36BB","てきせ゛んたいにタ゛メ-シ゛"
"STR_DE_36D1","し゛ょうたいいし゛ょうを"
"STR_DE_36E3","\"
"STR_DE_36EA","かいふくする"
"STR_DE_36F8","すは゛やさけいタ゛メ-シ゛"
"STR_DE_370B","\"
"STR_DE_3712","すると゛いウロコをとは゛す"
"STR_DE_3727","とくしゅけいタ゛メ-シ゛"
"STR_DE_3739","\"
"STR_DE_3740","は゛くはつする たまて゛こうけ゛き"
"STR_DE_3759","ねは゛ねは゛する えきたいて゛"
"STR_DE_376E","\"
"STR_DE_3775","てきのすは゛やさをさけ゛る"
"STR_DE_378A","とくしゅけいタ゛メ-シ゛"
"STR_DE_379C","\"
"STR_DE_37A3","ようかいえきて゛ てきを とかす"
"STR_DE_37BB","とくしゅけいタ゛メ-シ゛"
"STR_DE_37CD","\"
"STR_DE_37D4","はけ゛しいほのおて゛こうけ゛き"
"STR_DE_37EB","てきを いかくして"
"STR_DE_37FA","\"
"STR_DE_3801","ひるませる"
"STR_DE_380E","あわのまくをはって"
"STR_DE_381D","\"
"STR_DE_3824","みす゛・こおりのたいせいをえる"
"STR_DE_383B","からた゛のいろをかえて"
"STR_DE_384C","\"
"STR_DE_3853","ステ-タスアッフ゜"
"STR_DE_3864","とくしゅけいタ゛メ-シ゛"
"STR_DE_3876","\"
"STR_DE_387D","こうあつのすいりゅうて゛こうけ゛き"
"STR_DE_3896","とてつもないおおなみて゛"
"STR_DE_38A8","\"
"STR_DE_38AF","てきせ゛んたいにタ゛メ-シ゛"
"STR_DE_38C5","とくしゅけいタ゛メ-シ゛"
"STR_DE_38D7","\"
"STR_DE_38DE","ねんりきて゛ はかいする"
"STR_DE_38F2","かたいからて゛みをまもり"
"STR_DE_3904","\"
"STR_DE_390B","ほ゛うき゛ょりょくをあけ゛る"
"STR_DE_3921","とくしゅけいタ゛メ-シ゛"
"STR_DE_3933","\"
"STR_DE_393A","てきせ゛んたいにタ゛メ-シ゛"
"STR_DE_3950","とくしゅけいタ゛メ-シ゛"
"STR_DE_3962","\"
"STR_DE_3969","はけ゛しいて゛んきて゛こうけ゛き"
"STR_DE_3981","すは゛やさけいタ゛メ-シ゛"
"STR_DE_3994","\"
"STR_DE_399B","きょうれつな とっしんこうけ゛き"
"STR_DE_39B3","すは゛やさけいタ゛メ-シ゛"
"STR_DE_39C6","\"
"STR_DE_39CD","きょうれつな たいあたりこうけ゛き"
"STR_DE_39E6","すは゛やさけいタ゛メ-シ゛"
"STR_DE_39F9","\"
"STR_DE_3A00","マッハのはやさて゛ たいあたり"
"STR_DE_3A17","すは゛やくかいてんして"
"STR_DE_3A28","\"
"STR_DE_3A2F","てきのこうけ゛きをかわす"
"STR_DE_3A43","みみさ゛わりなはねのおとて゛"
"STR_DE_3A57","\"
"STR_DE_3A5E","ほ゛うき゛ょりょくをさけ゛る"
"STR_DE_3A74","こうけ゛きけいタ゛メ-シ゛"
"STR_DE_3A87","\"
"STR_DE_3A8E","れんそ゛くて゛かみついてこうけ゛き"
"STR_DE_3AA7","こうけ゛きけいタ゛メ-シ゛"
"STR_DE_3ABA","\"
"STR_DE_3AC1","きょたいて゛てきをおしつふ゛す"
"STR_DE_3AD8","きれいな くうきて゛"
"STR_DE_3AE8","\"
"STR_DE_3AEF","し゛ょうたいいし゛ょうをかいふく"
"STR_DE_3B07","ハ゛ス゛-カて゛こうけ゛き"
"STR_DE_3B1A","\"
"STR_DE_3B21","と゛んなてきにも50のタ゛メ-シ゛"
"STR_DE_3B3A","とくしゅけいタ゛メ-シ゛"
"STR_DE_3B4C","\"
"STR_DE_3B53","ほのおのうす゛て゛ こうけ゛き"
"STR_DE_3B6A","リミッタ-をかいし゛ょして"
"STR_DE_3B7D","\"
"STR_DE_3B84","ステ-タスをアッフ゜"
"STR_DE_3B96","まふ゛しいひかりをはなち、"
"STR_DE_3BA9","\"
"STR_DE_3BB0","てき1たいをこんらんさせる"
"STR_DE_3BC5","フ゛ラックホ-ルをはっせいさせ"
"STR_DE_3BDA","\"
"STR_DE_3BE1","とは゛すこうけ゛きをすいとる"
"STR_DE_3BF7","みかたをテ゛-タかして"
"STR_DE_3C08","\"
"STR_DE_3C0F","せんとうからにけ゛る"
"STR_DE_3C21","からた゛のいろをまわりに"
"STR_DE_3C33","\"
"STR_DE_3C3A","とけこませて、こうけ゛きをさける"
"STR_DE_3C52","し゛ふ゛んのフィ-ルト゛と"
"STR_DE_3C65","\"
"STR_DE_3C6C","てきのフィ-ルト゛をチェンシ゛"
"STR_DE_3C83","てきのステ-タスをランタ゛ムて゛"
"STR_DE_3C99","\"
"STR_DE_3CA0","かえることか゛て゛きる"
"STR_DE_3CB3","はったりをかまして"
"STR_DE_3CC2","\"
"STR_DE_3CC9","てき1たいをひるませる"
"STR_DE_3CDC","ほ゛うか゛いて゛んは゜て゛"
"STR_DE_3CEF","\"
"STR_DE_3CF6","とくしゅたいせいを える"
"STR_DE_3D0A","しぬマネをして、てきから"
"STR_DE_3D1C","\"
"STR_DE_3D23","こうけ゛きされなくなる"
"STR_DF_DB0","Metal-based; body\blow attacKs\are its forte."
"STR_DF_DE3","Draws things &\clings using\its snout."
"STR_DF_E11"," ネットを さまよっている\            まよいハ゛ク゛ちからは つよい"
"STR_DF_E41","まよいハ゛ク゛の しんかけい"
"STR_DF_E55","\"
"STR_DF_E5C","とても めんと゛くさか゛り"
"STR_DF_E71","ワイヤ-のような けにおおわれ、"
"STR_DF_E87","\"
"STR_DF_E8E","かたいキハ゛て゛ てきにかみつく"
"STR_DF_EA6","かたい けにおおわれたケモノ"
"STR_DF_EBA","\"
"STR_DF_EC1","くらやみに せいそくしている"
"STR_DF_ED7","ネットのせかいを みと゛りて゛"
"STR_DF_EEC","\"
"STR_DF_EF3","おおうことを かんか゛えている"
"STR_DF_F0A","ネットのなかの あれちをみつけ"
"STR_DF_F1F","\"
"STR_DF_F26","そこへむかう せいしつか゛ある"
"STR_DF_F3D","いわて゛こうせいされたハ゛ク゛"
"STR_DF_F52","\"
"STR_DF_F59","すこ゛くかたいカラタ゛をもつ"
"STR_DF_F6F","きょた゛いな いわの かたまり"
"STR_DF_F84","\"
"STR_DF_F8B","いわを し゛ゆうに あやつる"
"STR_DF_FA1","ひとなつっこい せいかくのため"
"STR_DF_FB6","\"
"STR_DF_FBD","ヘ゜ットとしてかわれているハ゛ク゛"
"STR_DF_FD6","にもつをしっかり はこんて゛くれる"
"STR_DF_FED","\"
"STR_DF_FF4","しゅし゛んに ちゅうし゛つなハ゛ク゛"
"STR_DF_100E","あるマスコットから うまれた"
"STR_DF_1022","\"
"STR_DF_1029","かわいらしいか゛ し゛ふ゛んかって"
"STR_DF_1042","ほしいものは かならす゛うは゛う"
"STR_DF_1058","\"
"STR_DF_105F","かなり よくは゛りなヤツ"
"STR_DF_1073","しょくつふ゛つのテ゛-タか゛"
"STR_DF_1087","\"
"STR_DF_108E","た゛いこうふ゛つなハ゛ッタハ゛ク゛"
"STR_DF_10A7","たくさんの しょくふ゛つの"
"STR_DF_10BA","\"
"STR_DF_10C1","テ゛-タをたへ゛て しんかした"
"STR_DF_10D8","せ゛んしんか゛きんにくて゛"
"STR_DF_10EB","\"
"STR_DF_10F2","おおわれた、ハ゜ワフルなハ゛ク゛"
"STR_DF_110A","6ほ゜んのうて゛を つかった"
"STR_DF_111E","\"
"STR_DF_1125","れんそ゛くこうけ゛きか゛とくい"
"STR_DF_113C","ふ゛あつい きんにくて゛"
"STR_DF_114E","\"
"STR_DF_1155","た゛け゛きを はねかえす"
"STR_DF_1169","ほ゛うえいフ゜ロク゛ラムから"
"STR_DF_117D","\"
"STR_DF_1184","うまれた こうけ゛きか゛たハ゛ク゛"
"STR_DF_119D","かたいか゛いかくを もっていて"
"STR_DF_11B2","\"
"STR_DF_11B9","ほ゛うき゛ょりょくか゛つよい"
"STR_DF_11CF","こうけ゛きりょくか゛ たかい"
"STR_DF_11E3","\"
"STR_DF_11EA","けんを つかって こうけ゛きする"
"STR_DF_1202","のんきな せいかくのハ゛ク゛"
"STR_DF_1216","\"
"STR_DF_121D","てきを ねむらせるのか゛とくい"
"STR_DF_1234","シッホ゜をつかってのこうけ゛きや"
"STR_DF_124A","\"
"STR_DF_1251","てきを ねむらせるのか゛とくい"
"STR_DF_1268","ものこ゛とすへ゛てを けいさんて゛"
"STR_DF_127F","\"
"STR_DF_1286","よち することか゛て゛きる"
"STR_DF_129B","カエルのようなハ゛ク゛"
"STR_DF_12AC","\"
"STR_DF_12B3","たいきは゛んせいタイフ゜"
"STR_DF_12C7","たいし゛ゅうを りようした"
"STR_DF_12DA","\"
"STR_DF_12E1","たいあたりは きょうりょく"
"STR_DF_12F6","ふた゛んは フ゜ロク゛ラムの"
"STR_DF_130A","\"
"STR_DF_1311","しゅうふくをしているハ゛ク゛"
"STR_DF_1327","ほ゛うき゛ょりょく し゛ゅうし"
"STR_DF_133C","\"
"STR_DF_1343","タイフ゜。かたいヨロイをもつ"
"STR_DF_1359","ほし゛ょと ほ゛うき゛ょか゛"
"STR_DF_136D","\"
"STR_DF_1374","すく゛れている。うこ゛きはおそい"
"STR_DF_138C","スヒ゜-ト゛をいかしたれんそ゛く"
"STR_DF_13A2","\"
"STR_DF_13A9","こうけ゛きか゛とくい"
"STR_DF_13BB","こうけ゛きりょくか゛ たかく"
"STR_DF_13CF","\"
"STR_DF_13D6","とっしんこうけ゛きか゛ とくい"
"STR_DF_13ED","すいちゅうにひそみ、ツメや"
"STR_DF_1400","\"
"STR_DF_1407","いとて゛こうけ゛きする"
"STR_DF_141A","れいそ゛うこから うまれたハ゛ク゛"
"STR_DF_1431","\"
"STR_DF_1438","おなかのホ゛-ルて゛こうけ゛き"
"STR_DF_144F","かいていに すんて゛いるハ゛ク゛"
"STR_DF_1465","\"
"STR_DF_146C","ツノやシッホ゜て゛こうけ゛きする"
"STR_DF_1484","きょうほ゛うな せいしつ"
"STR_DF_1496","\"
"STR_DF_149D","ツノやシッホ゜て゛こうけ゛きする"
"STR_DF_14B5","きれいな みす゛を このむ"
"STR_DF_14C8","\"
"STR_DF_14CF","あたまのヒレて゛こうけ゛きする"
"STR_DF_14E6","くちから きょうりょくな"
"STR_DF_14F8","\"
"STR_DF_14FF","レ-サ゛-をた゛してこうけ゛きする"
"STR_DF_1518","からた゛のいろを かえることて゛"
"STR_DF_152E","\"
"STR_DF_1535","てきをいかくし、まるのみする"
"STR_DF_154B","いかくして てきをうこ゛けなくし"
"STR_DF_1561","\"
"STR_DF_1568","おおきなくちて゛まるのみする"
"STR_DF_157E","きょた゛いなくちをもつハ゛ク゛"
"STR_DF_1593","\"
"STR_DF_159A","みす゛てっほ゜うて゛こうけ゛き"
"STR_DF_15B1","ノコキ゛リのような すると゛い"
"STR_DF_15C6","\"
"STR_DF_15CD","キハ゛て゛のこうけ゛きか゛とくい"
"STR_DF_15E5","ネットのおくにひそみ、つねに"
"STR_DF_15F9","\"
"STR_DF_1600","まわりを けいかいしている"
"STR_DF_1615","けいかいしんか゛つよく つねに"
"STR_DF_162A","\"
"STR_DF_1631","しんにゅうしゃを かんししている"
"STR_DF_1649","ネットないをし゛ゆうに およき゛"
"STR_DF_165F","\"
"STR_DF_1666","まわっている。かいふくか゛とくい"
"STR_DF_167E","ヒレや みす゛をつかった"
"STR_DF_1690","\"
"STR_DF_1697","こうけ゛きや かいふくか゛とくい"
"STR_DF_16AF","なか゛いヘ゛ロて゛こうけ゛きする"
"STR_DF_16C5","\"
"STR_DF_16CC","まるのみする こともある"
"STR_DF_16E0","し゛ゃまものをみつけると"
"STR_DF_16F2","\"
"STR_DF_16F9","ヘ゛ロをつかって こうけ゛きする"
"STR_DF_1711","ちいさなかけらから うまれた"
"STR_DF_1725","\"
"STR_DF_172C","たた゛ うこ゛いているた゛けのハ゛ク゛"
"STR_DF_1747","シ゛ャンフ゜りょくを いかした"
"STR_DF_175C","\"
"STR_DF_1763","すは゛やい こうけ゛きか゛とくい"
"STR_DF_177B","クラケ゛のように はんとうめいて゛"
"STR_DF_1792","\"
"STR_DF_1799","みす゛や て゛んきなと゛につよい"
"STR_DF_17B1","ネットせかいを さまよいなか゛ら"
"STR_DF_17C7","\"
"STR_DF_17CE","あたらしいえさを さか゛している"
"STR_DF_17E6","にらみつけや しょくしゅを"
"STR_DF_17F9","\"
"STR_DF_1800","つかった こうけ゛きか゛とくい"
"STR_DF_1817","うまれたは゛かりのヘヒ゛か゛た"
"STR_DF_182C","\"
"STR_DF_1833","ハ゛ク゛かみついてこうけ゛き"
"STR_DF_1849","きょうりょくな キハ゛をもつか゛"
"STR_DF_185F","\"
"STR_DF_1866","し゛ふ゛んからは こうけ゛きしない"
"STR_DF_187F","きょうほ゛うな せいかくて゛"
"STR_DF_1893","\"
"STR_DF_189A","みす゛をあやつり こうけ゛きする"
"STR_DF_18B2","かいふくや ほし゛ょてきなわさ゛"
"STR_DF_18C8","\"
"STR_DF_18CF","か゛とくいみす゛につよい"
"STR_DF_18E3","フ゜ロク゛ラムの はそんを"
"STR_DF_18F6","\"
"STR_DF_18FD","みつけて しゅうふくする"
"STR_DF_1911","にんけ゛んのことは゛をはなせる"
"STR_DF_1926","\"
"STR_DF_192D","かいふくけいのわさ゛か゛とくい"
"STR_DF_1944","なます゛のようなハ゛ク゛"
"STR_DF_1956","\"
"STR_DF_195D","みす゛やて゛んきにつよい"
"STR_DF_1971","みし゛かいしょくしゅをつかい"
"STR_DF_1985","\"
"STR_DF_198C","て゛んきの こうけ゛きをする"
"STR_DF_19A2","て゛んきと みす゛をあやつる"
"STR_DF_19B6","\"
"STR_DF_19BD","とっしんこうけ゛きか゛ とくい"
"STR_DF_19D4","つよか゛っているようにみえるか゛"
"STR_DF_19EA","\"
"STR_DF_19F1","し゛つは とてもよわいハ゛ク゛"
"STR_DF_1A08","トケ゛のウロコをはやし"
"STR_DF_1A19","\"
"STR_DF_1A20","し゛ふ゛んのみを まもっている"
"STR_DF_1A37","トケ゛のようなウロコにおおわれて"
"STR_DF_1A4D","\"
"STR_DF_1A54","いるたいあたりて゛こうけ゛き"
"STR_DF_1A6A","ヤイハ゛のようなウロコを"
"STR_DF_1A7C","\"
"STR_DF_1A83","つかって てきをきりさく"
"STR_DF_1A97","すると゛いキハ゛をもつ、なそ゛の"
"STR_DF_1AAD","\"
"STR_DF_1AB4","ハ゛ク゛とてもめす゛らしい"
"STR_DF_1AC9","いつもホ゛-としてるきょたいを"
"STR_DF_1ADE","\"
"STR_DF_1AE5","りようした こうけ゛きか゛とくい"
"STR_DF_1AFD","ミサイルのように てきにむかって"
"STR_DF_1B13","\"
"STR_DF_1B1A","とんて゛いくとてもすは゛やい"
"STR_DF_1B30","ヤイハ゛のようなすると゛いハネて゛"
"STR_DF_1B47","\"
"STR_DF_1B4E","てきをきりさくかせ゛につよい"
"STR_DF_1B64","ことりのようなかわいらしいハ゛ク゛"
"STR_DF_1B7B","\"
"STR_DF_1B82","かせ゛を つかってこうけ゛き"
"STR_DF_1B98","こうそくて゛ いと゛うするため"
"STR_DF_1BAD","\"
"STR_DF_1BB4","すか゛たは なかなかみられない"
"STR_DF_1BCB","し゛ょうくうからの きゅうこうかや"
"STR_DF_1BE2","\"
"STR_DF_1BE9","くちは゛して゛ てきをこうけ゛き"
"STR_DF_1C01","かせ゛を し゛ゆうに あやつり"
"STR_DF_1C16","\"
"STR_DF_1C1D","つは゛さて゛たつまきをおこす"
"STR_DF_1C33","つは゛さをもっているか゛"
"STR_DF_1C45","\"
"STR_DF_1C4C","そらをとふ゛ことはて゛きない"
"STR_DF_1C62","そらをおよく゛ようにとんて゛いる"
"STR_DF_1C78","\"
"STR_DF_1C7F","くちは゛しやシッホ゜をつかう"
"STR_DF_1C95","こんちゅうのようなハ゛ク゛"
"STR_DF_1CA8","\"
"STR_DF_1CAF","おおきなツノて゛こうけ゛きする"
"STR_DF_1CC6","ツノて゛てきを つきさす"
"STR_DF_1CD8","\"
"STR_DF_1CDF","とてもきょうほ゛うな せいかく"
"STR_DF_1CF6","し゛めんにもく゛って まちふ゛せし"
"STR_DF_1D0D","\"
"STR_DF_1D14","キハ゛て゛ こうけ゛きする"
"STR_DF_1D29","からた゛か゛とても ちいさいため"
"STR_DF_1D3F","\"
"STR_DF_1D46","はっけんするのか゛むす゛かしい"
"STR_DF_1D5D","カ゛スて゛て゛きたハ゛ク゛"
"STR_DF_1D70","\"
"STR_DF_1D77","さまさ゛まなカ゛スをつかう"
"STR_DF_1D8C","カ゛スのあつまりなのて゛"
"STR_DF_1D9E","\"
"STR_DF_1DA5","とてもこうけ゛きか゛ききにくい"
"STR_DF_1DBC","おおきな はなをつかっての"
"STR_DF_1DCF","\"
"STR_DF_1DD6","こうけ゛きや たいあたりか゛とくい"
"STR_DF_1DEF","おおきなからた゛に にあわす゛"
"STR_DF_1E04","\"
"STR_DF_1E0B","うこ゛きか゛はやい"
"STR_DF_1E1C","きょたいをりようしたたいあたりか゛"
"STR_DF_1E33","\"
"STR_DF_1E3A","とくいかせ゛につよい"
"STR_DF_1E4C","ひかるものを くらやみに"
"STR_DF_1E5E","\"
"STR_DF_1E65","もちかえってしまうくせか゛ある"
"STR_DF_1E7C","たつまきを おこせる"
"STR_DF_1E8C","\"
"STR_DF_1E93","かせ゛をあやつるエキスハ゜-ト"
"STR_DF_1EAA","かせ゛をつかっての かいふくや"
"STR_DF_1EBF","\"
"STR_DF_1EC6","ほし゛ょてきなわさ゛か゛とくい"
"STR_DF_1EDD","からた゛か゛ちいさく うこ゛きか゛"
"STR_DF_1EF4","\"
"STR_DF_1EFB","はやい。キハ゛て゛こうけ゛きする"
"STR_DF_1F13","すは゛やいうこ゛きと すると゛い"
"STR_DF_1F29","\"
"STR_DF_1F30","キハ゛て゛ こうけ゛きする"
"STR_DF_1F45","きょうほ゛うなせいかく"
"STR_DF_1F56","\"
"STR_DF_1F5D","キハ゛は とてもきょうりょく"
